customerId,products
2734,33|8|25|45|52|51|47|24
2735,50|33|24|47|35
2736,42|28|27|9|46|1|10|39|0|40
2737,1|7|18|32|6|17|39|43
2738,45|53|44|5|2|25|38|24
2739,34|31|41|13|10|25|40|4|43|19
2740,46|29|16|44|53|26|52|37|41
2741,53|41|6|5|19|0|3|44
2742,7|1|42|19|12|31|50
2743,1|31|12|51|29|4|32|18|46|2
2744,30|16|34|42|11|46|22
2745,16|18|50|13|7|43
2746,25|7|32|36|53
2747,21|35|8|41
2748,9|40|27|43|38|18|26|53
2749,40|31|26|50|28
2750,48|5|32|11|49
2751,32|34|21|44
2752,27|1|37|12|49|5
2753,22|52|21|37|5
2754,10|15|23|50|11
2755,40|21|29
2756,19|53|4|23
2757,38|25|36|46|29|2|39
2758,46|31|49|38|52|15|11|26|0|35
2759,32|7|34|2|42|52|5|47
2760,36|4|31|11|45|19
2761,11|38|7
2762,52|28|48|31|50|47|35|4
2763,39|46|33
2764,21|14|49
2765,8|45|28|44|31|23|37
2766,43|12|48|2
2767,21|32|1|48|49|27
2768,18|34|44|1|17|5
2769,8|28|39
2770,44|13|26|35|11|50|42|1|53|2
2771,9|23|8
2772,25|15|18|37|4|30|9
2773,45|10|24|0
2774,36|29|33|32|34|31
2775,29|4|45|9|47|3|32|26|53
2776,47|45|2|15|35|44|39|28
2777,1|35|16
2778,0|51|36|48|9|37|19
2779,48|51|17|13|23|35|2
2780,18|3|24|2|10|0|38|44|20
2781,15|29|49|3|24|40|31|26
2782,23|32|26|38|5|28|4|10|52|11
2783,47|19|17
2784,27|19|2|53|14|40|20|18|4|0
2785,30|1|25|29|14|41|11
2786,32|51|38|37|15|3|23
2787,8|43|20|22|26|16|24|30|37|36
2788,53|51|14|21|32|26|1|45|25|49
2789,6|29|16|24|32|13|3|26|48
2790,44|48|26|32|34|7
2791,14|46|51|36|1
2792,15|49|13|38|20
2793,52|11|2|31
2794,17|41|46|38|36|50|25
2795,35|15|33|39|0|41|1|52|26|14
2796,9|15|49|21|51
2797,27|32|1|21
2798,19|38|34|11|25|2
2799,31|16|22|7|34|40|38|24|25|53
2800,9|28|45|34|29|10|23
2801,24|32|21|9|4|22|53|23|26|1
2802,8|35|20|21|26|32|1|41|22|53
2803,32|7|17
2804,44|37|10|49|29
2805,26|0|9|43|38|30|28|14
2806,21|11|40|31|53|6|36|23
2807,18|19|6|34|10|38|43
2808,21|8|26|6|10|7|27
2809,52|36|37
2810,12|46|23|38|16|37|11
2811,6|12|2|31|34|17|13
2812,47|12|22|28|10|13|50|46
2813,3|25|22|46|53|5|48
2814,8|48|53|33|38|19
2815,40|14|29|38|39|31|2|15|50
2816,4|44|48|5|23|49|33|29|30|28
2817,5|4|38|52|24|50|8|32
2818,37|48|40|5|50
2819,48|38|39|47|36|29|42
2820,35|25|27|28|33|49|37
2821,41|52|38
2822,16|11|38|39|22
2823,35|51|30|10|8
2824,27|48|5|9|33|41|15|51|0|40
2825,49|8|30|21
2826,23|40|22
2827,22|4|32|2|38
2828,16|15|19|28|9|30
2829,10|27|3
2830,45|26|30|1|51|37|16|41|36
2831,17|27|51|32
2832,32|30|15|24|34|9|42|51|12|5
2833,38|47|50|32|29
2834,23|19|24|51|14
2835,27|10|47
2836,4|22|25|24|5|7
2837,43|7|31|10|32|41|3
2838,37|21|11|17|34|13|43|29
2839,3|49|14|29|42|5
2840,23|49|36|45|21|27|40
2841,39|16|34|40|0|15|50|30
2842,21|41|3|43|28|20|34|17
2843,6|25|51|11|36|17|26|50|20
2844,31|14|30
2845,47|35|24|2|17
2846,38|40|52|20|22
2847,40|22|34|0|33
2848,26|31|18|9
2849,10|32|47|21|44|52|27|14|34|11
2850,4|11|45|10
2851,48|38|32|14|35|18|12|47|2|0
2852,20|0|25|6|18|2|41|17|43|8
2853,5|31|7|48|38|50
2854,3|17|10|41|20|0
2855,24|52|13
2856,14|8|16|20|26|53|42|31
2857,9|34|12|28|5|35|4
2858,10|37|42|6|29|7|24|21
2859,48|10|17|43|25|9
2860,12|34|47|7|4|38|37|24
2861,28|29|17|13|6|4|34|37|42|39
2862,32|18|16|5
2863,29|27|30
2864,32|50|31|7|48|3|24|23
2865,11|3|49|37|8
2866,40|27|19|45|39|24|18|41|31|10
2867,7|28|15|20|41|23
2868,6|53|17|12|40|20|9|36
2869,5|2|6|20
2870,28|47|23|24|6|15|7|45|13|0
2871,42|29|45|18
2872,44|4|53|18
2873,52|30|38|32|7|34|43|1
2874,20|8|21|52|7|0|9|31|6|10
2875,28|17|45|20|44|48|30|37
2876,25|29|47|44|34|38|41|23|37|32
2877,16|25|53|8|26|30|38|1
2878,51|15|45|5|52|26|2
2879,32|24|38|40|34|21|4|1|29|5
2880,49|13|41|33|29|20|53
2881,8|20|38|36|42|48|25|11|43
2882,46|2|13|52|30|34|32|25
2883,33|42|11|41|6|48|17|12
2884,1|30|3|2|26|7|47|43
2885,37|18|14|43|42
2886,41|48|34|31|3|17|51
2887,47|5|38|2|9|22|45|30|25|1
2888,17|4|37|14|8
2889,53|23|40|14|11|37
2890,30|15|1|4
2891,26|52|13|41
2892,10|48|51|34|8|0|9
2893,5|23|18|32|44
2894,32|17|24
2895,48|50|34|38|28
2896,50|28|12|47|5|26|8|38|20|0
2897,45|43|39|14
2898,32|6|1|33|11|53|39|5|2|12
2899,15|18|8
2900,1|10|27
2901,35|44|43|5|14|9|15|21|3
2902,48|21|17|7|24|50
2903,34|36|16|43|24|7
2904,22|12|0|9|35|23|16|19|14
2905,27|10|17
2906,14|45|43|28|46|5|40|32|23|17
2907,2|20|40|35
2908,30|13|42
2909,39|4|6|16|53|22|20|51|19
2910,38|12|25|30|48|34|20
2911,25|16|29
2912,36|37|17|42|24|19|1|23|51|4
2913,15|25|29|23|9|35|42
2914,12|17|53|27
2915,8|48|15|14|20|17|42|44|23
2916,35|52|7|22|51|50|8
2917,30|49|44
2918,43|18|8|25|50|46|33|48|41
2919,23|47|15|53|38|19
2920,2|33|4|35|39|22|53|50|30|43
2921,38|36|32|3|28|7|52|10|31
2922,49|26|15|5
2923,33|48|11|28|22|24|14|13|20|27
2924,34|5|17|31
2925,25|51|40|23|53|11|42|27|48
2926,47|40|43|37|35|16|24
2927,16|37|53|27|43|52|34|45|31|38
2928,12|40|35|0|49
2929,32|35|49|13
2930,9|44|3|38|26
2931,35|3|20
2932,47|3|39|34|31|36
2933,10|35|22|13|21|53|34|40|11
2934,2|40|50|44|4
2935,39|16|35
2936,36|44|38|13|26|20|46
2937,41|21|46|24|7|9
2938,16|4|19
2939,45|14|32|3|12|49|5|8|35
2940,7|1|46|8|17
2941,26|16|9|45|51|17|49|47
2942,43|31|40|35|4
2943,37|36|6|1
2944,31|39|41|52
2945,14|41|34|6
2946,16|0|3|35|34
2947,53|51|8|16|28|43|42|49|6|4
2948,1|13|31|27
2949,44|16|14|5|23|10|11
2950,17|14|46
2951,22|31|17
2952,1|40|2
2953,39|32|53|41|9|8|47|50|5|33
2954,29|14|25|22|44|34
2955,11|6|14|4
2956,17|32|21|30|34|7
2957,32|45|31|50|21|51
2958,24|17|23|45|37|16|27|13
2959,5|18|45|44|43|49|7|4|35|23
2960,9|20|2|30|32|46
2961,37|10|9|19|20|12|50
2962,17|8|27|23|15|49|18
2963,4|30|15|43|39|52|5|7|21
2964,15|4|7|0|20|29|45|12|23|28
2965,51|24|34|52|31|19|25|16|11|47
2966,28|40|14|12|29|42|16|47
2967,18|45|32
2968,2|11|22|38|47|30|34|14|24|46
2969,35|42|19|28|24|51|47|40|44
2970,12|29|23|20|11
2971,35|14|40|27|3|46|36|19
2972,6|23|33|37|36|30
2973,24|51|2|48
2974,45|11|42|33|29|5|30|15|31
2975,6|38|39|24|34|32|5|45
2976,41|33|16|50|4|8
2977,24|25|47|18
2978,29|30|4|28|20|18|27|25|8
2979,44|12|38|47
2980,9|12|22|33|53|49|28|3|24
2981,13|38|33|36|22|46
2982,40|36|20|16|13|35|15|18|17
2983,27|42|49|30|32|48|14|45
2984,23|3|13|6|21|32|24|36|43|17
2985,32|3|39|36|28|22|52|12
2986,2|26|1|30|50|52|8|40|4
2987,9|23|6|18|27|28|10|14
2988,35|8|42|0|18|41|9|52
2989,37|32|16
2990,16|37|31|26|40|6
2991,36|49|40
2992,4|22|24|50|48
2993,34|51|27|3|50
2994,33|35|11|34|18|30|14|21|29
2995,41|23|50
2996,12|42|43|21|38
2997,34|37|4|35|18|49|41
2998,4|32|47|16|41|48|43|28|50
2999,21|3|16|53|15|30|42|22|23|5
3000,52|42|4|8|22|34|36|44
3001,4|13|0|2|51|16
3002,19|9|42|7|20|44
3003,8|52|51|29|18
3004,39|13|20|4|19|27|16|36|25|15
3005,7|30|32|46|49|8|17|52|1
3006,45|13|14|44|30|43
3007,45|33|46
3008,7|47|4|36|16|35|30
3009,50|21|11|30
3010,34|53|29|45|3
3011,10|4|46|14|49|47|18|15|44|5
3012,29|52|40
3013,41|20|51|40|15|37|45|49|31
3014,14|2|6
3015,23|15|5|21|41|50|6|32
3016,11|28|52
3017,22|18|40|33
3018,45|37|24|23|42
3019,0|9|43|27|51|19|6|17|23|24
3020,11|17|29|50
3021,5|41|50|36|45|44|16|43|38
3022,53|51|47|3|50|19|14
3023,51|20|7
3024,3|8|30|7|15|25
3025,20|39|26|1|22|12|8
3026,51|52|8|12|41|48|2
3027,32|40|15|0|35|19|28|9|20|29
3028,48|34|42|32|7|1
3029,37|39|10|4|31|20|11|48|28
3030,48|13|20|27|34|29
3031,7|4|43|48
3032,19|33|40|16
3033,42|29|45|44|40|25|53|41
3034,3|2|53
3035,44|31|30|52|5|36|34|33|2
3036,0|33|15|50
3037,47|20|44|50
3038,17|19|27|49|6
3039,35|4|28|2
3040,32|52|49
3041,3|25|31|16|32
3042,23|5|13|24|50|7
3043,19|13|47|37|3|49|15|42
3044,31|0|22|8|12|25
3045,15|45|14|48|36|13|47
3046,53|2|47|15|11|21|51|20
3047,30|0|18|16|36|31
3048,45|50|34|6|35|29|7|11|25|33
3049,52|12|8|40|20|11|30|0|50
3050,3|35|47|7|51|48|13|6|9
3051,3|15|33
3052,12|14|47|0|40|13|22
3053,3|48|37|45|40|11|16
3054,46|34|2
3055,8|3|38|37|9|30|32|44|51|42
3056,29|2|23|36|9|16|46|51|26|18
3057,10|16|50|37
3058,25|50|38|29|24
3059,38|39|40|53|51|12|1|37|22
3060,13|23|16|46|50|15|21|27
3061,26|38|29|17|27|48|33|15
3062,30|9|34|43|7|15|12|39
3063,12|5|27|17|39|42
3064,1|22|51|21|3|11|30|44|33
3065,28|45|19|44|21|3|6|16
3066,21|2|1|41|31|47|22
3067,33|11|6|37|46
3068,49|20|38|22|40|8|36|10|13
3069,38|42|31|48|11|34|40
3070,2|17|12|53|5
3071,45|49|2|39|53|33|47
3072,33|46|39|10
3073,41|32|11|9|50|42|30|1
3074,53|27|19|31
3075,0|15|19|17
3076,4|27|16|19|14|37|8
3077,47|45|15|34|16|29|14|4|17
3078,28|40|4|30
3079,43|3|17|7|18|12|25|4
3080,8|45|43|30|35|14|7|21|51|42
3081,19|14|34|40
3082,43|31|48|27|46|24
3083,6|40|30|36|12|10|31|20|22
3084,48|4|11|13
3085,21|33|0|4|49|11
3086,43|41|11
3087,0|24|46|51|41|37|29|13|15|44
3088,38|16|36|2|10|53|32|49|44
3089,53|46|15|25
3090,39|6|18|43
3091,43|5|21|7|1|18|28|42|17|39
3092,4|6|23
3093,40|5|47|0|29|42|22|53|31
3094,1|40|35|46|37|34|2|28
3095,47|22|10|11|25|9|16
3096,42|46|38|9|19|25
3097,22|8|30|10
3098,19|13|4|43|25|37
3099,13|40|30|8|34|17|52|5
3100,10|15|23|31|24|20|43|13
3101,17|2|29|0|37|50|52|14|13
3102,7|29|24|0|23|14|47|40|17
3103,37|26|20
3104,44|16|6|3|11|42|31
3105,31|12|18|34
3106,9|51|35|28|45|37|50|32|34|27
3107,27|34|17|33|21|35
3108,49|26|38|1|27|21|48|9
3109,24|53|16|17|51|42
3110,50|25|16|37|51|19|7|32|20|15
3111,40|26|38|49|53|41
3112,1|14|5|12|9|20|3|47|19
3113,23|32|6|39|44|12|8|37|21|53
3114,1|53|28|3|38|48|17
3115,6|8|37|18|17|31|3|22|7
3116,11|17|43|24|52|13|4|37|9
3117,52|17|18
3118,37|15|50|40|5|18
3119,37|4|13|16|34|22|29|35|14
3120,16|53|28|42|27
3121,19|48|12|27|18|21|49
3122,1|10|14|11|49|35|12|53|17|28
3123,45|17|7
3124,5|41|26|11|14|46|33|28|51
3125,10|34|38|17|9
3126,1|10|50|13|47|33|2|12|20
3127,49|34|37|42|26|7|40|32|9|35
3128,49|44|7|43|8|4|50|5|14
3129,13|51|45|11|25|24|38|50
3130,33|45|37|13|52|25|9
3131,15|13|45
3132,9|7|23|12|4|17|16
3133,29|19|21|5|18|17|39|42
3134,38|14|37|48|23|39|1|46|41
3135,2|0|39|19|13|34|31|42|33
3136,0|19|30|25|44|16|27|49|23|47
3137,0|13|17|38|41
3138,44|36|45
3139,2|13|4|47|52
3140,26|12|17|29|3|44|30|31|10|7
3141,34|16|29|21|20|40
3142,9|47|3|43|52|19|41|40|49|25
3143,42|23|0
3144,26|51|33|44|14|0
3145,37|7|5|35|24|50|20|47
3146,10|48|51|34|49|32|30|19|12
3147,52|46|21|29|31|20|32|39|49|42
3148,21|47|20|53|6|35|27
3149,30|17|27|50|40
3150,0|23|37|45|31|8|53|42
3151,36|6|20|48|51|53|26|37
3152,19|29|51
3153,20|38|1|19|31|24|47|0
3154,34|24|1|7
3155,0|37|12|49
3156,27|21|43|3|9|13|19|32
3157,45|6|14|32|12|26|52|0|31|29
3158,33|28|8
3159,0|22|39|11|28
3160,0|10|53|19|37|32
3161,32|18|3|44|9|19
3162,12|40|23|46|22|31|15|26
3163,46|17|33|28|24|21|30|35|51|18
3164,10|51|26|6|8|19|21
3165,51|36|44|33|31|19|48|16
3166,3|5|33|52|25
3167,38|7|11|33
3168,24|45|17|42|49|23|16|11
3169,42|17|18|43|28|8
3170,34|53|17|9|30|41|26|0|45|52
3171,18|45|42|52|20|10|25|37
3172,53|41|23|1|22|4|36
3173,30|31|51|6|0|28|17
3174,23|41|37|6|48|5|33|9|30|34
3175,30|38|20|47|22
3176,47|14|2|4|44
3177,49|52|10|44|45|28|6|47
3178,8|7|3|11
3179,13|15|35
3180,3|28|22|1|48|50|7
3181,19|31|38
3182,4|24|28|44
3183,8|20|29|36|44|41|10
3184,43|2|50|15|1|34
3185,51|3|25|16
3186,32|44|16|29|6|3|31|42|45|30
3187,26|44|34|47|11
3188,18|17|16|46|7|44
3189,11|1|47
3190,32|19|35
3191,3|19|1|39
3192,33|17|15|1|8|5|48
3193,2|1|27|34|0|41
3194,22|21|38|27
3195,30|25|10|22|20|18|36|26|2|53
3196,15|0|52|12|10|25|20
3197,2|23|31|25|33|17|1|20|16
3198,50|48|2|22|49|31
3199,33|22|19|25|49|30|17|10|12
3200,25|12|13|9|50|6
3201,27|39|48|41
3202,39|53|51|10
3203,16|0|53|49|2|20|48|41|13
3204,2|0|4|44|25|51|33|35|53
3205,38|43|0|7|15|3
3206,37|33|45
3207,33|37|35|27|44|49|9|43
3208,25|51|47|17|10|50|28|19
3209,17|25|38|28|45|47|50|49|41
3210,24|1|23|9|4|45|22|7|51
3211,5|50|24|8|43|27|21|52
3212,8|14|47|3|33|50|2|30|35
3213,28|0|43|39|31|8
3214,18|3|2|32|46
3215,7|6|26|12|32|20|46|3|31|34
3216,28|22|20|43|52|32|0
3217,42|35|37|1
3218,33|26|37|50|46|14|13
3219,5|53|34|1
3220,34|29|7|45|36|9|30
3221,49|35|43|34|0|3|31|41|13|4
3222,30|0|39|7|34|21
3223,14|47|31|36|40|45|16
3224,49|28|23|16|31|47|39|33|12
3225,23|7|26|46|3|43|27
3226,1|13|34|6|18
3227,28|47|19|14|26|52|27|51|35
3228,6|35|25|32|4|41|51
3229,44|11|48|39|22|12|51|53
3230,19|4|13|21|5|32|11|16|53
3231,2|1|27|33|31|20|39|50
3232,21|14|33|13
3233,47|49|24|8|39|35|38
3234,24|6|29|35|7|18|20|21|53|22
3235,47|25|9|43|45|3|40|31
3236,10|48|17|40|27|46|47
3237,52|4|43|50|39|33|17|13|48
3238,6|46|38|3
3239,37|14|21|46|5|15|19|43|11|16
3240,43|22|16|39|0|47|6|31|24
3241,9|33|2|6|4|3|13
3242,38|1|19|50|26|46|5
3243,17|18|32|25|27|44|1|45|22|7
3244,32|16|20|49|6|35
3245,25|3|47|15|18|16|4|19
3246,45|38|50|49|27|25|21|3
3247,23|33|18|31|22|20|19|12|40
3248,6|8|31|40|50|34|18|1
3249,32|6|1|37|5|11|47|41
3250,38|5|23|46
3251,6|41|7|31|51|35|8|45|53
3252,25|6|26|35|38|36|3|10
3253,23|44|46|48|13|29|17|9|0
3254,36|27|32|10|18|38
3255,25|4|22|41|28|9|14
3256,43|30|22|12|11|2|10|4|28|53
3257,42|0|46|3
3258,17|22|42
3259,40|35|51|47|52|30|36|15|32|11
3260,6|10|4|28|45|5|32
3261,43|34|25|4|52|3|51
3262,2|13|49|48|22|10|33|7|32
3263,10|52|39|27|26|51|34
3264,10|17|50
3265,32|20|26|10|1
3266,43|22|2|15|20|10|36|14
3267,1|52|15|42|7|9|8|22|20
3268,15|27|3|45|43|0|49|41|44|17
3269,4|46|30|27|38|45|7|40|26
3270,52|47|9|6|50|8
3271,29|22|20
3272,25|35|44|8|2|46|12|32|15|34
3273,15|6|53|7|23|26|29|20|24
3274,53|2|47
3275,21|3|51|41|14|6
3276,35|8|33|13|0|22|47
3277,37|30|51|33|34|23|7
3278,45|12|21|28|36|16|5|1|18
3279,19|32|34|49|5|24|26|21
3280,41|49|30|4
3281,14|27|44|13|48
3282,2|17|44|4|29|25|36|39
3283,7|0|1|44|5|10
3284,53|38|32|12|15
3285,51|8|2|27|10|3|13
3286,29|23|53|0|49|15
3287,3|37|12|50|34|19|31|51
3288,17|32|30|12
3289,29|45|30|25|28|39
3290,30|44|29
3291,38|13|24|45|20
3292,20|24|5|27|17|49|30|32
3293,46|50|22|2|14|0|4|44
3294,51|33|19
3295,45|38|9|37|3
3296,4|5|51|6|9|3|22|20
3297,26|15|24|11
3298,7|44|35|32|51
3299,5|11|26
3300,7|46|21|51|9|19|42|4|0
3301,30|46|27|37|40
3302,31|45|46|5|39|36
3303,23|36|19|32|11|35|22
3304,7|30|50|40|14
3305,2|35|10|33|30|42|9
3306,21|9|24
3307,5|42|36|24
3308,39|22|26|20|13|10|32|2
3309,52|50|4|42
3310,24|32|30
3311,11|25|14|28|38|2|8|48|45|52
3312,42|32|5|25|52|27
3313,12|48|11|38|7|26|46|4
3314,25|7|13|34|2|29
3315,0|8|50|26|42|28|16|6
3316,33|26|11|47
3317,22|15|49|9|3
3318,25|40|17
3319,12|50|21|20|33|49
3320,40|51|50|48
3321,27|47|29|36|8|50|42|14|52|43
3322,48|35|32|24
3323,18|53|13|3
3324,36|8|19|10|12|32|52
3325,14|2|13|42|41|9|1|4
3326,4|43|40|11|36|32|47|38
3327,1|20|38|26|37|24|23|21|32|34
3328,44|14|5|2|37|34|29|53
3329,18|10|22|23
3330,24|40|15|16|31
3331,12|37|5|19|38|14
3332,31|11|38|17
3333,11|40|1|39
3334,24|35|53|32|39|15|33|17
3335,15|22|10|26|21|51|12|11|28|24
3336,12|51|31|23|43|44|8
3337,1|42|20
3338,27|33|38|2|21|50|23|47|40
3339,19|38|15|51|44
3340,39|47|9|36|46|48
3341,6|41|17|20|43|36|50|3|38
3342,42|20|28|7|27
3343,52|24|40|15|35|18|31
3344,44|47|14|9|38|10|30
3345,5|12|48|6|53|18|22|17
3346,6|27|43|52|38
3347,32|15|18|33|49|29|11
3348,5|4|26|31|24|18
3349,51|35|27|0|53
3350,45|3|26|50|16|17|15
3351,32|24|50|52
3352,5|44|41|30|31|51|43|1|37
3353,12|31|15
3354,53|13|2|4
3355,7|44|23|9|6|34|27
3356,6|26|35|40|4|1
3357,52|27|7
3358,39|17|5|38|7|43|49|10
3359,23|47|14|44|3|29|26|36|24|50
3360,33|2|27|43|42|30|6|24|0
3361,34|17|0
3362,17|9|34|33|37|3|22|8
3363,43|45|48|21|25|44|16|10
3364,15|32|34|10|18|37|25
3365,28|16|36|0|17|7|39
3366,25|0|10
3367,46|1|37|2|13
3368,20|19|32|47|3
3369,45|25|29|3|11|48|5|49
3370,37|45|15|25|44|14|5|38|20|3
3371,45|36|26|19|4|43|42|33|25|35
3372,18|7|17
3373,51|0|1|52|35|14|15|24
3374,45|10|14|0|53|3|1
3375,49|16|7|43|37|39|50|9|4|38
3376,48|24|35|28|49|18
3377,43|12|7
3378,29|39|52|43|18|1|41|51
3379,27|23|26|12|40
3380,53|14|42|23
3381,31|8|14|46|25|52
3382,39|36|35|6
3383,39|51|50
3384,25|22|41|37
3385,18|32|7|37|39|35|27|19|20
3386,17|52|33|12|31
3387,20|44|29|50
3388,49|35|47|33|0|8|27
3389,7|21|19|8
3390,16|30|43|41|22
3391,6|12|25|16
3392,29|51|39|16|31|15|37|52
3393,32|3|30|49|46
3394,52|30|23|26
3395,25|53|12|38
3396,43|42|4|5|51|11|39
3397,48|5|52
3398,15|3|25|41|0|50|35|49|7
3399,35|5|7
3400,5|15|19|43|11|42|17|49
3401,3|28|39|36|20|27|49|45|38
3402,3|1|15|2|42
3403,31|50|2|29|46|33|27|30|32
3404,18|36|34|41|44|50|17
3405,33|23|20|28|34|15|24|46
3406,12|45|46|34|47|53|0|36|20
3407,48|19|15|5|32|44
3408,5|35|49
3409,13|30|19|53|46|34|16|26|17
3410,6|20|52|38|8|5|40|12|28
3411,42|48|43
3412,6|7|10|2|19|50|53|40
3413,12|38|15|18|2|4|34|24
3414,41|48|37|31
3415,0|30|9|4|38|31|25|39|49
3416,47|52|2|10|49|36|15|11|40
3417,53|32|33|10|39|29|45|25|21|9
3418,38|17|39
3419,39|18|40|34|28|7|38|48|32
3420,6|31|49|48|46|30|39|45|50
3421,38|21|43
3422,20|26|30|45|2
3423,22|3|2|24
3424,39|53|37
3425,2|5|16|10|30|45|40|29|24
3426,30|16|25|32|38
3427,9|41|0|48|53|35|52
3428,11|44|53|12|27|40|46|32|43
3429,14|30|27|28|40
3430,10|6|4|7|18|34|41|9|23
3431,5|15|28
3432,21|46|31|6|14|27
3433,20|30|17|19|51
3434,17|16|9|10|18|32
3435,4|48|5|28|45|50|12|7
3436,44|13|9|17|31
3437,41|25|2|1|46|5|35|9|16|19
3438,14|17|11|37|23|0
3439,35|32|22|31|6|17|51|8
3440,32|44|37
3441,38|26|2|33|36|49|27|42|35|28
3442,49|15|51|18
3443,37|6|20|35
3444,18|52|12|37|21|41|9|43|6
3445,23|16|25|50|40|22|20|48|29|31
3446,24|29|17|19|45|8|28
3447,5|17|43|20|21
3448,48|13|5|27|47|35|46|42
3449,49|45|38|25|44|33|51|42
3450,0|7|25|42
3451,26|36|53|31|5
3452,53|7|52|21
3453,19|52|28|25|0|36|35|30|9|44
3454,29|15|19|52|41|45|40|9
3455,41|33|27|47
3456,18|17|38|25|7|4|33
3457,17|15|30|9|11|39
3458,12|17|33|45|25|21
3459,43|10|49|34|13|28|7
3460,18|45|38|52|23
3461,13|35|11|17|23
3462,26|11|51|29|12|45|35|41|16
3463,11|10|8|2|45|0|7|29
3464,19|49|17
3465,42|2|41
3466,29|10|2|40|26
3467,25|31|27|4|50
3468,18|43|44|40|2|35|6
3469,17|50|37|22|35|20|46|44
3470,3|18|5|38
3471,35|38|18|34|31|16|32|8|49|27
3472,2|24|53
3473,11|33|1|2|12|44|13|4|3|49
3474,9|29|22|20|19|25
3475,41|8|52|35|28|32|15|40|50
3476,19|53|36|45|37|5|33|9|14
3477,19|43|32|28|49|8|45|26|50
3478,4|22|44|52|53|23|40|15|20|2
3479,10|28|48|17|36
3480,18|50|25|36|23|12|2|27|33
3481,10|39|6|32|11|34|45|48|33
3482,21|37|13|14|39|12|53|0|44
3483,28|11|50|13|15|19|27|30|46|36
3484,23|37|44|47|10|45
3485,0|37|39|33
3486,1|8|15|28|14|44
3487,41|24|29|25|52|11|33|20|19|9
3488,5|3|37
3489,36|3|20|40|16|5
3490,41|14|50|35|45|8|42|52
3491,48|11|39|19|38|51|36
3492,23|3|16|51|49|24|5|31
3493,33|13|45|30|31|39|42|32
3494,18|23|7|0
3495,17|36|49|2|16|35|40
3496,37|25|40|27|42|8|7|44
3497,25|27|44|7|52|43|19
3498,38|49|7|26|41|33|12|53|17|11
3499,15|29|18|20|26
3500,6|38|3|16
3501,37|13|27|50
3502,50|53|22|8|30|52|21
3503,45|12|5|51|48|31|15|39|4|19
3504,34|31|32|8|4|19|13|33
3505,49|43|35|0|42|9|36|48|3|8
3506,14|13|29|6|46|4|16
3507,8|53|14|24|16|38|33
3508,42|15|17|2|9
3509,16|51|50
3510,50|30|49
3511,2|51|0
3512,45|30|39|0|50
3513,2|42|44
3514,44|32|1|10|24|14|41
3515,28|44|9|3|11|10|22
3516,37|3|15|28|18
3517,12|9|7|29|13|19
3518,18|40|34|46|45|0|4
3519,2|27|28|37
3520,7|31|44|48
3521,23|52|30
3522,50|30|16|15
3523,29|0|26|33|48|38|1|50|9|43
3524,8|25|41|30|13|26|46
3525,38|44|32|34|4|12|30
3526,19|20|10|39|1|31|49|15|4|2
3527,39|25|45|2|27|43|26|9
3528,29|20|32|3
3529,33|34|46|12|8|10
3530,7|41|37|47|18
3531,36|38|11|18|6|33|8|41|49
3532,4|27|1
3533,19|31|33|9|7|46|16|43|1
3534,41|40|23|22
3535,50|15|29|9|14|11|18
3536,41|38|10|40|6|28|20|13|15
3537,18|12|39|41|20
3538,49|28|15|3
3539,10|21|16|18
3540,13|51|30
3541,50|38|22|19|41|0|40
3542,10|39|46
3543,6|10|45|37|26
3544,27|31|40|46|10|48|44|51|36
3545,31|43|53|1
3546,17|27|3|6|52
3547,52|4|28|40|27|20|17|18|48
3548,9|25|28|48|21|47
3549,25|37|36|6|50|8|29|9
3550,44|3|38|51
3551,10|3|12|9|23|0|44|36
3552,3|48|37|33|27|47|50
3553,15|51|3|45|29|21|53|1|27
3554,48|36|31|24|16|12|53
3555,7|52|49|12|8|16|36|6
3556,20|47|33|13
3557,36|42|9|31|13|14|50|35
3558,12|31|7|48|20|9
3559,50|2|10|9|6|34|42|16|26
3560,50|20|30|18|32|52|45|19|38|12
3561,33|38|25|24|28|36|49|53
3562,38|25|32|11|30|3
3563,44|33|12|41|16|27|17|4|45|15
3564,11|0|35|19|12|29
3565,16|32|3|38|45|7|40
3566,7|46|10|52|29
3567,43|26|6
3568,6|40|20|10|43|14
3569,42|13|17|3|43|1|41
3570,53|21|10
3571,51|39|28|37|44|30|23|1
3572,50|46|19|31
3573,5|42|2|52|35
3574,25|27|15|10|12|11|2|48
3575,18|8|46|31|2|5|20
3576,45|27|44|39|38|12
3577,44|27|29|33
3578,46|1|23|25|35
3579,23|45|46|9|13|0|40
3580,51|8|23|47|24|20|40|3|35
3581,26|13|25|0|4
3582,42|38|22|6|37|36
3583,42|7|33|36|53
3584,8|26|15|5|27|3
3585,29|45|35
3586,21|24|41|45|35|4|26|19|37
3587,45|31|41|23
3588,15|51|2|0|34|13|8|14|18
3589,5|28|45|2|6|11
3590,7|20|21|5
3591,29|36|39|9|28|11|31
3592,48|16|18|44|15|37|46
3593,41|43|35|36|19|52|4
3594,37|41|45|7|30|15|52|43|8|14
3595,42|17|23|10|31|34
3596,44|4|19|6
3597,18|16|49|9
3598,48|25|24
3599,17|26|10|5|46
3600,17|12|3|15|22|4|21|31|44
3601,2|0|45|48|18|4|37|51|20
3602,48|3|42|12
3603,35|8|29|49
3604,34|16|7|43|47|26|30|35
