customerId,recommendedProducts
1593,48|4|42|25|33|21|40|27|34|7
1594,42|25|33|21|52|40|15|27|34|7
1595,42|25|33|21|52|40|15|27|34|7
1596,42|25|33|21|52|40|15|27|34|7
1597,29|4|25|33|21|52|15|27|34|7
1598,48|4|42|25|33|21|52|15|27|7
1599,42|25|33|21|52|40|15|27|34|7
1600,48|4|42|25|33|21|52|40|34|7
1601,48|42|25|33|21|40|15|27|34|7
1602,48|4|42|33|21|40|15|27|34|7
1603,48|42|25|33|52|40|15|27|34|7
1604,42|25|33|21|52|40|15|27|34|7
1605,42|25|33|21|52|40|15|27|34|7
1606,42|25|33|21|52|40|15|27|34|7
1607,42|25|33|21|52|40|15|27|34|7
1608,4|42|25|33|21|52|40|15|27|7
1609,29|4|42|33|52|40|15|27|34|7
1610,42|25|33|21|52|40|15|27|34|7
1611,4|42|25|33|52|40|15|27|34|7
1612,42|25|33|21|52|40|15|27|34|7
1613,4|42|25|33|21|40|15|27|34|7
1614,30|29|48|4|42|52|40|15|27|7
1615,48|4|42|25|21|52|40|27|34|7
1616,4|42|25|33|21|52|40|15|34|7
1617,48|4|42|25|33|52|40|15|34|7
1618,4|42|25|33|21|52|15|27|34|7
1619,4|42|25|33|21|52|40|15|27|34
1620,42|25|33|21|52|40|15|27|34|7
1621,42|25|33|21|52|40|15|27|34|7
1622,4|42|25|33|21|52|15|27|34|7
1623,4|42|25|33|21|52|40|15|27|34
1624,48|4|42|25|21|52|15|27|34|7
1625,4|42|25|33|21|52|40|15|34|7
1626,18|0|29|42|21|52|40|15|34|7
1627,29|48|4|42|33|21|52|40|15|7
1628,4|42|25|33|21|52|15|27|34|7
1629,4|42|25|33|52|40|15|27|34|7
1630,29|48|4|42|25|33|40|15|34|7
1631,48|4|25|33|21|52|40|27|34|7
1632,4|42|25|33|21|52|40|15|27|34
1633,42|25|33|21|52|40|15|27|34|7
1634,29|48|4|25|33|21|40|15|34|7
1635,42|25|33|21|52|40|15|27|34|7
1636,4|42|25|33|21|52|15|27|34|7
1637,4|42|25|33|21|52|15|27|34|7
1638,42|25|33|21|52|40|15|27|34|7
1639,42|25|33|21|52|40|15|27|34|7
1640,4|42|25|33|21|52|40|15|27|34
1641,29|48|4|25|33|21|52|40|15|7
1642,48|4|42|33|21|52|15|27|34|7
1643,48|4|25|21|52|40|15|27|34|7
1644,42|25|33|21|52|40|15|27|34|7
1645,42|25|33|21|52|40|15|27|34|7
1646,42|25|33|21|52|40|15|27|34|7
1647,42|25|33|21|52|40|15|27|34|7
1648,4|42|25|33|21|52|40|15|27|34
1649,4|25|33|21|52|40|15|27|34|7
1650,29|48|4|42|25|33|40|15|34|7
1651,4|42|25|33|21|52|40|15|27|7
1652,48|4|42|25|21|52|15|27|34|7
1653,4|42|25|33|21|52|40|15|27|34
1654,48|4|42|25|52|40|15|27|34|7
1655,48|42|25|33|21|52|40|15|27|34
1656,48|4|25|33|52|40|15|27|34|7
1657,4|42|25|33|21|52|15|27|34|7
1658,48|42|25|33|21|52|15|27|34|7
1659,42|25|33|21|52|40|15|27|34|7
1660,42|25|33|21|52|40|15|27|34|7
1661,29|4|42|25|33|52|15|27|34|7
1662,42|25|33|21|52|40|15|27|34|7
1663,42|25|33|21|52|40|15|27|34|7
1664,42|25|33|21|52|40|15|27|34|7
1665,48|4|42|25|21|52|40|15|27|7
1666,48|42|25|33|21|52|40|15|34|7
1667,4|42|25|33|52|40|15|27|34|7
1668,4|42|25|33|21|52|40|15|27|7
1669,42|25|33|21|52|40|15|27|34|7
1670,48|42|25|33|21|52|40|27|34|7
1671,42|25|33|21|52|40|15|27|34|7
1672,4|42|25|21|52|40|15|27|34|7
1673,42|25|33|21|52|40|15|27|34|7
1674,42|25|33|21|52|40|15|27|34|7
1675,4|42|25|33|21|52|40|15|27|7
1676,42|25|33|21|52|40|15|27|34|7
1677,48|4|42|21|52|40|15|27|34|7
1678,42|25|33|21|52|40|15|27|34|7
1679,29|4|42|25|33|21|40|27|34|7
1680,29|48|4|42|25|33|40|27|34|7
1681,42|25|33|21|52|40|15|27|34|7
1682,42|25|33|21|52|40|15|27|34|7
1683,4|42|25|21|52|40|15|27|34|7
1684,42|25|33|21|52|40|15|27|34|7
1685,42|25|33|21|52|40|15|27|34|7
1686,42|25|33|21|52|40|15|27|34|7
1687,48|4|42|25|33|40|15|27|34|7
1688,42|25|33|21|52|40|15|27|34|7
1689,42|25|33|21|52|40|15|27|34|7
1690,42|25|33|21|52|40|15|27|34|7
1691,4|42|25|33|21|52|40|27|34|7
1692,48|4|25|33|52|40|15|27|34|7
1693,4|42|25|33|21|52|40|15|34|7
1694,42|25|33|21|52|40|15|27|34|7
1695,4|42|25|33|21|52|40|15|27|34
1696,42|25|33|21|52|40|15|27|34|7
1697,48|4|42|25|33|52|40|15|34|7
1698,4|42|25|33|21|52|40|15|27|7
1699,4|42|25|33|21|52|40|15|27|34
1700,42|25|33|21|52|40|15|27|34|7
1701,42|25|33|21|52|40|15|27|34|7
1702,4|42|25|33|21|52|40|15|27|7
1703,48|4|42|25|33|21|40|15|27|34
1704,48|42|25|33|21|52|40|27|34|7
1705,29|48|4|42|25|33|21|52|40|27
1706,42|25|33|21|52|40|15|27|34|7
1707,4|42|25|33|21|52|40|27|34|7
1708,4|42|25|33|21|52|40|15|34|7
1709,4|42|25|33|21|52|40|15|27|34
1710,4|42|33|21|52|40|15|27|34|7
1711,42|25|33|21|52|40|15|27|34|7
1712,4|42|25|33|21|52|40|15|27|34
1713,4|25|33|21|52|40|15|27|34|7
1714,4|42|25|33|21|40|15|27|34|7
1715,42|25|33|21|52|40|15|27|34|7
1716,29|48|42|25|33|21|15|27|34|7
1717,42|25|33|21|52|40|15|27|34|7
1718,4|42|25|33|21|52|40|15|27|34
1719,30|48|4|42|25|33|52|15|27|7
1720,48|4|25|33|21|52|40|15|27|34
1721,4|42|25|33|21|52|15|27|34|7
1722,4|42|25|33|21|52|40|27|34|7
1723,42|25|33|21|52|40|15|27|34|7
1724,4|42|25|33|21|52|40|15|27|7
1725,48|4|42|25|33|52|40|15|34|7
1726,42|25|33|21|52|40|15|27|34|7
1727,48|4|42|25|33|21|40|15|27|7
1728,42|25|33|21|52|40|15|27|34|7
1729,29|48|4|42|25|33|52|40|27|7
1730,48|4|42|25|33|21|40|15|34|7
1731,48|4|42|25|33|21|52|40|15|34
1732,29|48|4|33|21|52|40|15|27|34
1733,4|42|25|33|52|40|15|27|34|7
1734,4|42|33|21|52|40|15|27|34|7
1735,42|25|33|21|52|40|15|27|34|7
1736,48|4|42|25|33|52|15|27|34|7
1737,29|4|25|33|21|52|15|27|34|7
1738,42|25|33|21|52|40|15|27|34|7
1739,4|42|25|33|21|52|40|27|34|7
1740,4|42|33|21|52|40|15|27|34|7
1741,4|42|33|21|52|40|15|27|34|7
1742,4|42|25|33|21|52|40|15|27|34
1743,42|25|33|21|52|40|15|27|34|7
1744,4|42|25|33|21|52|40|27|34|7
1745,48|4|42|25|21|52|40|15|34|7
1746,4|42|25|21|52|40|15|27|34|7
1747,42|25|33|21|52|40|15|27|34|7
1748,42|25|33|21|52|40|15|27|34|7
1749,4|42|33|21|52|40|15|27|34|7
1750,4|42|25|33|52|40|15|27|34|7
1751,4|42|25|33|21|52|15|27|34|7
1752,42|25|33|21|52|40|15|27|34|7
1753,42|25|33|21|52|40|15|27|34|7
1754,4|42|25|33|52|40|15|27|34|7
1755,42|25|33|21|52|40|15|27|34|7
1756,48|4|42|33|52|40|15|27|34|7
1757,48|4|25|33|21|52|40|15|27|34
1758,48|4|42|25|33|52|40|15|27|34
1759,4|42|25|21|52|40|15|27|34|7
1760,42|25|33|21|52|40|15|27|34|7
1761,30|4|25|33|21|52|40|15|27|34
1762,42|25|33|21|52|40|15|27|34|7
1763,42|25|33|21|52|40|15|27|34|7
1764,4|42|25|21|52|40|15|27|34|7
1765,48|4|42|25|33|21|52|15|34|7
1766,29|4|42|25|33|21|52|40|27|7
1767,42|25|33|21|52|40|15|27|34|7
1768,4|42|25|33|21|52|40|27|34|7
1769,4|42|25|33|21|52|40|27|34|7
1770,42|25|33|21|52|40|15|27|34|7
1771,4|42|33|21|52|40|15|27|34|7
1772,42|25|33|21|52|40|15|27|34|7
1773,4|42|25|33|21|40|15|27|34|7
1774,4|42|25|21|52|40|15|27|34|7
1775,42|25|33|21|52|40|15|27|34|7
1776,48|4|42|25|33|52|40|15|27|34
1777,42|25|33|21|52|40|15|27|34|7
1778,42|25|33|21|52|40|15|27|34|7
1779,42|25|33|21|52|40|15|27|34|7
1780,42|25|33|21|52|40|15|27|34|7
1781,29|48|4|25|21|52|40|15|34|7
1782,48|4|42|25|33|21|52|15|34|7
1783,29|48|4|42|25|33|52|40|15|34
1784,29|4|42|25|33|21|52|15|34|7
1785,42|25|33|21|52|40|15|27|34|7
1786,42|25|33|21|52|40|15|27|34|7
1787,42|25|33|21|52|40|15|27|34|7
1788,4|42|25|33|21|52|40|15|27|34
1789,4|42|25|33|21|52|40|15|27|7
1790,48|25|33|21|52|40|15|27|34|7
1791,4|25|33|21|52|40|15|27|34|7
1792,42|25|33|21|52|40|15|27|34|7
1793,42|25|33|21|52|40|15|27|34|7
1794,4|42|25|33|21|52|40|15|27|7
1795,4|42|25|33|21|52|15|27|34|7
1796,42|25|33|21|52|40|15|27|34|7
1797,48|4|42|25|33|21|52|40|27|34
1798,4|42|25|33|52|40|15|27|34|7
1799,42|25|33|21|52|40|15|27|34|7
1800,48|42|25|21|52|40|15|27|34|7
1801,42|25|33|21|52|40|15|27|34|7
1802,4|42|33|21|52|40|15|27|34|7
1803,4|42|33|21|52|40|15|27|34|7
1804,4|42|25|21|52|40|15|27|34|7
1805,42|25|33|21|52|40|15|27|34|7
1806,4|42|25|33|21|52|40|15|27|34
1807,48|42|25|33|21|52|40|15|34|7
1808,29|48|4|25|33|21|52|15|27|34
1809,42|25|33|21|52|40|15|27|34|7
1810,42|25|33|21|52|40|15|27|34|7
1811,4|42|25|33|21|52|15|27|34|7
1812,4|42|25|33|21|52|40|15|34|7
1813,4|42|25|33|21|52|40|15|27|34
1814,4|42|25|33|21|40|15|27|34|7
1815,42|25|33|21|52|40|15|27|34|7
1816,30|48|4|42|25|40|15|27|34|7
1817,4|42|25|33|21|52|40|15|34|7
1818,4|42|25|33|21|52|40|15|27|7
1819,42|25|33|21|52|40|15|27|34|7
1820,4|42|33|21|52|40|15|27|34|7
1821,42|25|33|21|52|40|15|27|34|7
1822,48|4|42|25|33|21|52|40|27|34
1823,4|42|25|33|21|52|15|27|34|7
1824,48|4|42|33|21|52|40|15|27|34
1825,4|42|25|33|21|52|15|27|34|7
1826,4|42|25|21|52|40|15|27|34|7
1827,4|42|25|33|21|40|15|27|34|7
1828,42|25|33|21|52|40|15|27|34|7
1829,29|4|42|33|52|40|15|27|34|7
1830,4|25|33|21|52|40|15|27|34|7
1831,42|25|33|21|52|40|15|27|34|7
1832,4|25|33|21|52|40|15|27|34|7
1833,42|25|33|21|52|40|15|27|34|7
1834,48|4|42|25|33|21|40|15|34|7
1835,4|42|25|33|52|40|15|27|34|7
1836,42|25|33|21|52|40|15|27|34|7
1837,30|42|25|33|21|52|15|27|34|7
1838,42|25|33|21|52|40|15|27|34|7
1839,48|4|42|25|52|40|15|27|34|7
1840,42|25|33|21|52|40|15|27|34|7
1841,42|25|33|21|52|40|15|27|34|7
1842,4|42|25|33|21|52|40|15|27|34
1843,48|4|42|33|21|52|15|27|34|7
1844,42|25|33|21|52|40|15|27|34|7
1845,42|25|33|21|52|40|15|27|34|7
1846,4|42|25|33|52|40|15|27|34|7
1847,42|25|33|21|52|40|15|27|34|7
1848,48|4|42|25|33|21|40|15|27|7
1849,42|25|33|21|52|40|15|27|34|7
1850,48|4|42|33|21|52|40|27|34|7
1851,4|42|25|33|21|52|15|27|34|7
1852,42|25|33|21|52|40|15|27|34|7
1853,42|25|33|21|52|40|15|27|34|7
1854,42|25|33|21|52|40|15|27|34|7
1855,42|25|33|21|52|40|15|27|34|7
1856,29|48|4|42|25|33|52|40|15|34
1857,42|25|33|21|52|40|15|27|34|7
1858,42|25|33|21|52|40|15|27|34|7
1859,42|25|33|21|52|40|15|27|34|7
1860,42|25|33|21|52|40|15|27|34|7
1861,29|42|25|33|21|52|40|15|27|34
1862,42|25|33|21|52|40|15|27|34|7
1863,42|25|33|21|52|40|15|27|34|7
1864,4|42|25|33|21|52|40|15|34|7
1865,29|48|4|42|25|52|40|15|34|7
1866,42|25|33|21|52|40|15|27|34|7
1867,42|25|33|21|52|40|15|27|34|7
1868,48|4|42|25|33|21|40|15|27|34
1869,4|42|25|33|21|52|40|15|34|7
1870,42|25|33|21|52|40|15|27|34|7
1871,42|25|33|21|52|40|15|27|34|7
1872,48|4|42|25|33|52|40|15|27|7
1873,42|25|33|21|52|40|15|27|34|7
1874,4|42|25|21|52|40|15|27|34|7
1875,42|25|33|21|52|40|15|27|34|7
1876,42|25|33|21|52|40|15|27|34|7
1877,42|25|33|21|52|40|15|27|34|7
1878,4|42|25|21|52|40|15|27|34|7
1879,42|25|33|21|52|40|15|27|34|7
1880,48|42|25|33|21|52|40|15|27|7
1881,4|42|25|33|21|52|40|15|27|34
1882,4|42|25|21|52|40|15|27|34|7
1883,42|25|33|21|52|40|15|27|34|7
1884,42|25|33|21|52|40|15|27|34|7
1885,4|42|25|33|21|52|40|15|27|7
1886,42|25|33|21|52|40|15|27|34|7
1887,4|25|33|21|52|40|15|27|34|7
1888,42|25|33|21|52|40|15|27|34|7
1889,4|42|33|21|52|40|15|27|34|7
1890,4|42|25|33|52|40|15|27|34|7
1891,48|42|25|33|21|52|15|27|34|7
1892,42|25|33|21|52|40|15|27|34|7
1893,4|42|25|33|21|52|40|15|27|7
1894,4|42|25|33|21|52|40|27|34|7
1895,4|42|33|21|52|40|15|27|34|7
1896,42|25|33|21|52|40|15|27|34|7
1897,4|42|25|33|21|40|15|27|34|7
1898,42|25|33|21|52|40|15|27|34|7
1899,29|48|42|33|21|52|40|15|27|34
1900,4|25|33|21|52|40|15|27|34|7
1901,4|42|25|33|52|40|15|27|34|7
1902,42|25|33|21|52|40|15|27|34|7
1903,48|4|42|25|33|52|40|15|27|34
1904,4|42|25|33|21|52|40|27|34|7
1905,48|4|42|25|33|21|52|15|27|34
1906,42|25|33|21|52|40|15|27|34|7
1907,48|4|42|25|52|40|15|27|34|7
1908,4|42|25|33|21|52|40|15|27|34
1909,42|25|33|21|52|40|15|27|34|7
1910,48|4|42|25|33|21|52|40|15|7
1911,4|42|25|33|21|40|15|27|34|7
1912,42|25|33|21|52|40|15|27|34|7
1913,4|42|25|33|21|52|40|27|34|7
1914,42|25|33|21|52|40|15|27|34|7
1915,4|25|33|21|52|40|15|27|34|7
1916,29|48|42|25|33|21|52|15|27|34
1917,4|42|25|21|52|40|15|27|34|7
1918,4|25|33|21|52|40|15|27|34|7
1919,42|25|33|21|52|40|15|27|34|7
1920,48|4|42|25|33|21|40|15|27|7
1921,42|25|33|21|52|40|15|27|34|7
1922,48|4|42|33|21|52|40|15|27|7
1923,29|48|4|42|25|33|40|15|34|7
1924,42|25|33|21|52|40|15|27|34|7
1925,42|25|33|21|52|40|15|27|34|7
1926,42|25|33|21|52|40|15|27|34|7
1927,42|25|33|21|52|40|15|27|34|7
1928,48|42|25|33|21|52|15|27|34|7
1929,42|25|33|21|52|40|15|27|34|7
1930,42|25|33|21|52|40|15|27|34|7
1931,48|4|42|25|33|52|40|27|34|7
1932,42|25|33|21|52|40|15|27|34|7
1933,30|29|48|4|33|52|40|15|27|7
1934,4|42|33|21|52|40|15|27|34|7
1935,42|25|33|21|52|40|15|27|34|7
1936,4|42|25|33|21|40|15|27|34|7
1937,42|25|33|21|52|40|15|27|34|7
1938,4|42|25|33|21|52|40|15|27|7
1939,4|42|33|21|52|40|15|27|34|7
1940,4|42|25|33|21|52|15|27|34|7
1941,48|42|25|33|21|52|15|27|34|7
1942,42|25|33|21|52|40|15|27|34|7
1943,4|42|25|21|52|40|15|27|34|7
1944,42|25|33|21|52|40|15|27|34|7
1945,42|25|33|21|52|40|15|27|34|7
1946,4|42|25|33|21|52|40|27|34|7
1947,4|42|25|33|21|52|40|15|34|7
1948,42|25|33|21|52|40|15|27|34|7
1949,42|25|33|21|52|40|15|27|34|7
1950,4|42|25|33|21|52|15|27|34|7
1951,48|4|42|25|33|40|15|27|34|7
1952,42|25|33|21|52|40|15|27|34|7
1953,42|25|33|21|52|40|15|27|34|7
1954,48|4|42|33|21|52|15|27|34|7
1955,42|25|33|21|52|40|15|27|34|7
1956,42|25|33|21|52|40|15|27|34|7
1957,42|25|33|21|52|40|15|27|34|7
1958,42|25|33|21|52|40|15|27|34|7
1959,4|42|25|33|52|40|15|27|34|7
1960,42|25|33|21|52|40|15|27|34|7
1961,4|42|25|33|21|40|15|27|34|7
1962,4|42|25|21|52|40|15|27|34|7
1963,42|25|33|21|52|40|15|27|34|7
1964,48|4|42|25|33|21|40|15|34|7
1965,4|42|25|33|21|52|40|27|34|7
1966,42|25|33|21|52|40|15|27|34|7
1967,42|25|33|21|52|40|15|27|34|7
1968,42|25|33|21|52|40|15|27|34|7
1969,4|42|25|33|21|52|15|27|34|7
1970,4|42|33|21|52|40|15|27|34|7
1971,48|42|25|33|21|52|40|15|34|7
1972,48|4|42|25|33|21|52|15|27|34
1973,42|25|33|21|52|40|15|27|34|7
1974,42|25|33|21|52|40|15|27|34|7
1975,48|4|42|25|21|40|15|27|34|7
1976,42|25|33|21|52|40|15|27|34|7
1977,4|42|33|21|52|40|15|27|34|7
1978,4|42|25|33|21|52|40|15|27|7
1979,4|42|25|33|21|40|15|27|34|7
1980,42|25|33|21|52|40|15|27|34|7
1981,4|42|25|33|21|52|40|15|34|7
1982,42|25|33|21|52|40|15|27|34|7
1983,4|42|25|33|21|52|40|15|27|7
1984,48|4|42|25|52|40|15|27|34|7
1985,42|25|33|21|52|40|15|27|34|7
1986,42|25|33|21|52|40|15|27|34|7
1987,4|42|25|33|21|52|40|27|34|7
1988,4|42|25|33|52|40|15|27|34|7
1989,4|42|25|21|52|40|15|27|34|7
1990,4|42|25|33|21|52|40|15|27|7
1991,4|42|25|33|21|52|40|15|27|7
1992,42|25|33|21|52|40|15|27|34|7
1993,42|25|33|21|52|40|15|27|34|7
1994,4|42|25|33|21|52|40|15|34|7
1995,48|4|42|25|33|21|40|15|27|34
1996,29|4|42|25|33|21|40|15|27|7
1997,4|42|25|33|21|52|40|15|27|34
1998,4|42|25|33|21|52|40|15|27|34
1999,4|42|25|33|21|52|40|27|34|7
2000,4|42|25|33|21|52|40|27|34|7
2001,4|42|25|33|21|52|15|27|34|7
2002,42|25|33|21|52|40|15|27|34|7
2003,4|42|25|33|21|52|40|27|34|7
2004,42|25|33|21|52|40|15|27|34|7
2005,4|42|25|33|52|40|15|27|34|7
2006,48|42|25|33|21|40|15|27|34|7
2007,42|25|33|21|52|40|15|27|34|7
2008,42|25|33|21|52|40|15|27|34|7
2009,42|25|33|21|52|40|15|27|34|7
2010,42|25|33|21|52|40|15|27|34|7
2011,42|25|33|21|52|40|15|27|34|7
2012,4|42|25|33|21|52|40|15|27|34
2013,4|42|25|21|52|40|15|27|34|7
2014,42|25|33|21|52|40|15|27|34|7
2015,4|42|25|33|21|52|40|15|27|7
2016,42|25|33|21|52|40|15|27|34|7
2017,42|25|33|21|52|40|15|27|34|7
2018,4|25|33|21|52|40|15|27|34|7
2019,48|4|42|33|21|52|40|27|34|7
2020,42|25|33|21|52|40|15|27|34|7
2021,42|25|33|21|52|40|15|27|34|7
2022,4|42|25|33|21|52|40|15|27|34
2023,48|4|42|25|33|21|15|27|34|7
2024,48|4|42|25|33|21|40|15|27|34
2025,4|42|25|33|52|40|15|27|34|7
2026,4|42|25|33|21|40|15|27|34|7
2027,29|48|4|42|25|21|52|40|15|27
2028,0|30|48|4|42|25|21|15|27|34
2029,4|42|25|33|21|52|40|15|27|7
2030,42|25|33|21|52|40|15|27|34|7
2031,42|25|33|21|52|40|15|27|34|7
2032,4|42|25|33|21|52|40|27|34|7
2033,48|4|42|33|21|52|40|27|34|7
2034,42|25|33|21|52|40|15|27|34|7
2035,29|48|42|33|21|40|15|27|34|7
2036,48|4|25|33|52|40|15|27|34|7
2037,42|25|33|21|52|40|15|27|34|7
2038,42|25|33|21|52|40|15|27|34|7
2039,42|25|33|21|52|40|15|27|34|7
2040,29|48|42|25|33|21|15|27|34|7
2041,4|42|25|33|21|52|40|15|34|7
2042,42|25|33|21|52|40|15|27|34|7
2043,4|42|33|21|52|40|15|27|34|7
2044,29|48|4|25|33|52|40|15|27|34
2045,48|4|42|25|33|52|15|27|34|7
2046,42|25|33|21|52|40|15|27|34|7
2047,4|42|25|21|52|40|15|27|34|7
2048,42|25|33|21|52|40|15|27|34|7
2049,4|42|25|33|21|52|40|27|34|7
2050,48|4|25|33|21|52|40|27|34|7
2051,42|25|33|21|52|40|15|27|34|7
2052,4|25|33|21|52|40|15|27|34|7
2053,48|42|25|33|21|52|40|27|34|7
2054,4|42|25|33|21|52|15|27|34|7
2055,42|25|33|21|52|40|15|27|34|7
2056,48|4|42|33|21|52|40|15|27|34
2057,42|25|33|21|52|40|15|27|34|7
2058,42|25|33|21|52|40|15|27|34|7
2059,42|25|33|21|52|40|15|27|34|7
2060,42|25|33|21|52|40|15|27|34|7
2061,48|42|25|33|21|52|40|27|34|7
2062,42|25|33|21|52|40|15|27|34|7
2063,42|25|33|21|52|40|15|27|34|7
2064,4|42|33|21|52|40|15|27|34|7
2065,42|25|33|21|52|40|15|27|34|7
2066,42|25|33|21|52|40|15|27|34|7
2067,29|48|4|42|25|21|52|40|34|7
2068,42|25|33|21|52|40|15|27|34|7
2069,4|42|25|33|52|40|15|27|34|7
2070,48|4|25|21|52|40|15|27|34|7
2071,4|42|25|33|21|40|15|27|34|7
2072,42|25|33|21|52|40|15|27|34|7
2073,4|25|33|21|52|40|15|27|34|7
2074,48|4|42|25|21|52|40|27|34|7
2075,42|25|33|21|52|40|15|27|34|7
2076,4|42|25|33|21|52|40|15|27|34
2077,42|25|33|21|52|40|15|27|34|7
2078,48|4|42|25|33|21|52|27|34|7
2079,42|25|33|21|52|40|15|27|34|7
2080,4|42|25|33|21|52|40|15|27|34
2081,4|42|25|33|21|52|40|15|27|7
2082,42|25|33|21|52|40|15|27|34|7
2083,48|4|42|25|33|21|52|15|34|7
2084,42|25|33|21|52|40|15|27|34|7
2085,4|25|33|21|52|40|15|27|34|7
2086,4|42|25|33|21|52|40|15|27|7
2087,4|42|25|33|21|40|15|27|34|7
2088,4|42|25|21|52|40|15|27|34|7
2089,42|25|33|21|52|40|15|27|34|7
2090,4|25|33|21|52|40|15|27|34|7
2091,4|42|25|33|21|52|40|27|34|7
2092,4|42|25|33|21|52|40|15|27|7
2093,42|25|33|21|52|40|15|27|34|7
2094,4|42|25|33|21|52|15|27|34|7
2095,42|25|33|21|52|40|15|27|34|7
2096,42|25|33|21|52|40|15|27|34|7
2097,4|42|25|33|21|52|40|15|27|7
2098,4|42|25|33|21|52|40|15|27|7
2099,42|25|33|21|52|40|15|27|34|7
2100,4|42|25|33|52|40|15|27|34|7
2101,42|25|33|21|52|40|15|27|34|7
2102,30|29|4|42|25|52|40|15|27|34
2103,4|42|25|33|21|52|15|27|34|7
2104,42|25|33|21|52|40|15|27|34|7
2105,42|25|33|21|52|40|15|27|34|7
2106,4|42|25|33|21|52|15|27|34|7
2107,42|25|33|21|52|40|15|27|34|7
2108,42|25|33|21|52|40|15|27|34|7
2109,4|42|25|33|21|52|40|27|34|7
2110,42|25|33|21|52|40|15|27|34|7
2111,4|42|25|33|21|52|40|15|27|34
2112,29|48|4|42|33|21|52|40|15|7
2113,48|4|42|33|21|52|40|15|34|7
2114,42|25|33|21|52|40|15|27|34|7
2115,4|42|25|33|21|52|40|15|27|7
2116,29|48|42|25|33|21|52|40|15|34
2117,42|25|33|21|52|40|15|27|34|7
2118,42|25|33|21|52|40|15|27|34|7
2119,42|25|33|21|52|40|15|27|34|7
2120,4|42|33|21|52|40|15|27|34|7
2121,42|25|33|21|52|40|15|27|34|7
2122,29|48|4|42|25|33|52|40|15|27
2123,4|42|25|33|52|40|15|27|34|7
2124,4|42|25|21|52|40|15|27|34|7
2125,4|42|25|21|52|40|15|27|34|7
2126,4|42|25|33|21|40|15|27|34|7
2127,42|25|33|21|52|40|15|27|34|7
2128,29|48|4|42|25|21|40|15|27|34
2129,42|25|33|21|52|40|15|27|34|7
2130,48|4|25|33|21|52|15|27|34|7
2131,4|42|25|33|21|40|15|27|34|7
2132,4|42|25|33|52|40|15|27|34|7
2133,29|48|4|25|33|21|40|15|34|7
2134,42|25|33|21|52|40|15|27|34|7
2135,48|4|42|25|33|52|40|15|27|34
2136,4|42|25|33|21|52|15|27|34|7
2137,4|42|25|33|21|52|40|27|34|7
2138,42|25|33|21|52|40|15|27|34|7
2139,48|4|42|25|33|52|40|15|34|7
2140,48|4|42|33|21|52|40|15|27|7
2141,4|42|25|33|52|40|15|27|34|7
2142,4|42|25|33|52|40|15|27|34|7
2143,42|25|33|21|52|40|15|27|34|7
2144,4|42|25|33|52|40|15|27|34|7
2145,4|42|25|33|52|40|15|27|34|7
2146,42|25|33|21|52|40|15|27|34|7
2147,48|4|42|25|21|52|15|27|34|7
2148,4|25|33|21|52|40|15|27|34|7
2149,4|25|33|21|52|40|15|27|34|7
2150,42|25|33|21|52|40|15|27|34|7
2151,4|42|25|33|21|52|40|27|34|7
2152,4|42|25|33|21|52|40|27|34|7
2153,42|25|33|21|52|40|15|27|34|7
2154,42|25|33|21|52|40|15|27|34|7
2155,42|25|33|21|52|40|15|27|34|7
2156,48|4|42|25|33|21|15|27|34|7
2157,4|42|25|33|21|52|40|15|34|7
2158,4|42|25|33|52|40|15|27|34|7
2159,4|42|25|33|21|52|15|27|34|7
2160,42|25|33|21|52|40|15|27|34|7
2161,48|42|25|33|52|40|15|27|34|7
2162,4|42|25|33|21|52|40|15|27|7
2163,48|4|42|25|21|52|40|15|27|34
2164,4|42|33|21|52|40|15|27|34|7
2165,48|4|42|25|21|52|40|15|27|34
2166,4|42|33|21|52|40|15|27|34|7
2167,4|42|25|21|52|40|15|27|34|7
2168,4|42|25|33|21|52|40|15|27|7
2169,42|25|33|21|52|40|15|27|34|7
2170,42|25|33|21|52|40|15|27|34|7
2171,48|4|42|25|21|52|15|27|34|7
2172,4|42|25|33|21|52|40|15|27|7
2173,42|25|33|21|52|40|15|27|34|7
2174,42|25|33|21|52|40|15|27|34|7
2175,42|25|33|21|52|40|15|27|34|7
2176,42|25|33|21|52|40|15|27|34|7
2177,42|25|33|21|52|40|15|27|34|7
2178,48|4|42|33|21|52|15|27|34|7
2179,42|25|33|21|52|40|15|27|34|7
2180,4|42|25|33|21|52|40|27|34|7
2181,42|25|33|21|52|40|15|27|34|7
2182,42|25|33|21|52|40|15|27|34|7
2183,48|4|25|21|52|40|15|27|34|7
2184,4|42|25|33|21|52|15|27|34|7
2185,42|25|33|21|52|40|15|27|34|7
2186,4|42|25|33|21|40|15|27|34|7
2187,4|42|25|21|52|40|15|27|34|7
2188,42|25|33|21|52|40|15|27|34|7
2189,42|25|33|21|52|40|15|27|34|7
2190,48|4|25|33|21|52|40|27|34|7
2191,4|25|33|21|52|40|15|27|34|7
2192,42|25|33|21|52|40|15|27|34|7
2193,42|25|33|21|52|40|15|27|34|7
2194,4|42|25|33|21|52|40|27|34|7
2195,4|42|25|33|21|52|40|15|27|34
2196,42|25|33|21|52|40|15|27|34|7
2197,30|48|42|33|21|52|40|27|34|7
2198,48|42|25|33|21|52|40|15|27|34
2199,48|4|42|25|33|52|40|27|34|7
2200,4|42|25|21|52|40|15|27|34|7
